e6865bd0-1618-11e6-ae54-af164fc5b0b2,5000,10000,65,500,1000,0,20,2016-05-09 19:16:08.969-07,2016-05-09 19:16:08.969-07,2
e6865bd0-1618-11e6-ae54-af164fc5b0b3,6000,10000,66,500,1000,0,20,2016-05-09 19:16:08.969-07,2016-05-09 19:16:08.969-07,3
e6865bd0-1618-11e6-ae54-af164fc5b0b4,10000,10000,67,500,1000,0,20,2016-05-09 19:16:08.969-07,2016-05-09 19:16:08.969-07,4
e6865bd0-1618-11e6-ae54-af164fc5b0b5,15000,10000,68,500,1000,0,20,2016-05-09 19:16:08.969-07,2016-05-09 19:16:08.969-07,5
e6865bd0-1618-11e6-ae54-af164fc5b0b6,5000,10000,69,500,1000,0,20,2016-05-09 19:16:08.969-07,2016-05-09 19:16:08.969-07,6
e6865bd0-1618-11e6-ae54-af164fc5b0b7,6000,10000,70,500,1000,0,20,2016-05-09 19:16:08.969-07,2016-05-09 19:16:08.969-07,7
e6865bd0-1618-11e6-ae54-af164fc5b0b8,8000,10000,71,500,1000,0,20,2016-05-09 19:16:08.969-07,2016-05-09 19:16:08.969-07,8
e6865bd0-1618-11e6-ae54-af164fc5b0b9,9000,10000,72,500,1000,0,20,2016-05-09 19:16:08.969-07,2016-05-09 19:16:08.969-07,9
e6865bd0-1618-11e6-ae54-af164fc5b0c1,60000,100000,73,500,1000,0,20,2016-05-09 19:16:08.969-07,2016-05-09 19:16:08.969-07,10
e6865bd0-1618-11e6-ae54-af164fc5b0c2,1000000,1000000,74,500,1000,0,20,2016-05-09 19:16:08.969-07,2016-05-09 19:16:08.969-07,11
e6865bd0-1618-11e6-ae54-af164fc5b0c3,67000,10000,75,500,1000,0,20,2016-05-09 19:16:08.969-07,2016-05-09 19:16:08.969-07,12
e6865bd0-1618-11e6-ae54-af164fc5b0c4,5000,10000,76,500,1000,0,20,2016-05-09 19:16:08.969-07,2016-05-09 19:16:08.969-07,13
e6865bd0-1618-11e6-ae54-af164fc5b0c5,8000,10000,77,500,1000,0,20,2016-05-09 19:16:08.969-07,2016-05-09 19:16:08.969-07,14
