e6865bd0-1618-11e6-ae54-af164fc5b0b2,1,10,Hi,2016-05-09 19:16:08.969-07,2016-05-09 19:16:08.969-07,2016-05-09 19:16:08.969-07
e6865bd0-1618-11e6-ae54-af164fc5b0b3,10,1,Yo,2016-05-10 19:16:08.969-07,2016-05-09 19:16:08.969-07,2016-05-09 19:16:08.969-07
e6865bd0-1618-11e6-ae54-af164fc5b0b4,7,1,Hi,2016-05-09 19:16:08.969-07,2016-05-09 19:16:08.969-07,2016-05-09 19:16:08.969-07
e6865bd0-1618-11e6-ae54-af164fc5b0b5,1,7,Yo,2016-05-11 19:16:08.969-07,2016-05-09 19:16:08.969-07,2016-05-09 19:16:08.969-07
e6865bd0-1618-11e6-ae54-af164fc5b0b6,1,2,Let's get coffee,2016-05-09 19:16:08.969-07,2016-05-09 19:16:08.969-07,2016-05-09 19:16:08.969-07
e6865bd0-1618-11e6-ae54-af164fc5b0b7,2,1,At my place?,2016-05-10 19:16:08.969-07,2016-05-09 19:16:08.969-07,2016-05-09 19:16:08.969-07
e6865bd0-1618-11e6-ae54-af164fc5b0b8,1,2,"Hmm, do you have any monkeys?",2016-05-11 19:16:08.969-07,2016-05-09 19:16:08.969-07,2016-05-09 19:16:08.969-07
e6865bd0-1618-11e6-ae54-af164fc5b0b9,2,1,"Actually, I have 4 monkeys...",2016-05-12 19:16:08.969-07,2016-05-09 19:16:08.969-07,2016-05-09 19:16:08.969-07
e6865bd0-1618-11e6-ae54-af164fc5b0c1,1,2,"Hmm, 4, we're going to need superglue?",2016-05-13 19:16:08.969-07,2016-05-09 19:16:08.969-07,2016-05-09 19:16:08.969-07
e6865bd0-1618-11e6-ae54-af164fc5b0c2,2,1,"Say no more, see you at 2am?",2016-05-14 19:16:08.969-07,2016-05-09 19:16:08.969-07,2016-05-09 19:16:08.969-07
e6865bd0-1618-11e6-ae54-af164fc5b0c3,1,2,Exactly what I was thinking.,2016-05-15 19:16:08.969-07,2016-05-09 19:16:08.969-07,2016-05-09 19:16:08.969-07
e6865bd0-1618-11e6-ae54-af164fc5b0c4,2,1,"Daaaaammmmmnn, those monkeys were epic",2016-05-16 19:16:08.969-07,2016-05-09 19:16:08.969-07,2016-05-09 19:16:08.969-07
e6865bd0-1618-11e6-ae54-af164fc5b0c5,1,3,"Hey, how's it going?",2016-05-09 19:16:08.969-07,2016-05-09 19:16:08.969-07,2016-05-09 19:16:08.969-07
e6865bd0-1618-11e6-ae54-af164fc5b0c6,3,1,"Pretty good, how about you?",2016-05-10 19:16:08.969-07,2016-05-09 19:16:08.969-07,2016-05-09 19:16:08.969-07
e6865bd0-1618-11e6-ae54-af164fc5b0c7,1,3,Wanna meet?,2016-05-11 19:16:08.969-07,2016-05-09 19:16:08.969-07,2016-05-09 19:16:08.969-07
e6865bd0-1618-11e6-ae54-af164fc5b0c8,3,1,Maybe,2016-05-12 19:16:08.969-07,2016-05-09 19:16:08.969-07,2016-05-09 19:16:08.969-07
e6865bd0-1618-11e6-ae54-af164fc5b0c9,1,3,"Coffee, or something harder?",2016-05-13 19:16:08.969-07,2016-05-09 19:16:08.969-07,2016-05-09 19:16:08.969-07
e6865bd0-1618-11e6-ae54-af164fc5b0d0,3,1,I only eat algae kombucha,2016-05-14 19:16:08.969-07,2016-05-09 19:16:08.969-07,2016-05-09 19:16:08.969-07
e6865bd0-1618-11e6-ae54-af164fc5b0d1,1,3,I only eat endangered species,2016-05-15 19:16:08.969-07,2016-05-09 19:16:08.969-07,2016-05-09 19:16:08.969-07
e6865bd0-1618-11e6-ae54-af164fc5b0d2,3,1,I think we can make it work,2016-05-16 19:16:08.969-07,2016-05-09 19:16:08.969-07,2016-05-09 19:16:08.969-07
e6865bd0-1618-11e6-ae54-af164fc5b0d3,1,3,Last night was amazing,2016-05-17 19:16:08.969-07,2016-05-09 19:16:08.969-07,2016-05-09 19:16:08.969-07
e6865bd0-1618-11e6-ae54-af164fc5b0d4,2,7,I'll show you mine,2016-05-11 19:16:08.969-07,2016-05-09 19:16:08.969-07,2016-05-09 19:16:08.969-07
e6865bd0-1618-11e6-ae54-af164fc5b0d5,7,2,Only if you show me yours,2016-05-12 19:16:08.969-07,2016-05-09 19:16:08.969-07,2016-05-09 19:16:08.969-07
e6865bd0-1618-11e6-ae54-af164fc5b0d6,2,7,"Okay, here's my turkey",2016-05-13 19:16:08.969-07,2016-05-09 19:16:08.969-07,2016-05-09 19:16:08.969-07
